FECHA_CORTE;N_SEC;UBIGEO;REG_NAT;DEPARTAMENTO;PROVINCIA;DISTRITO;POB_TOTAL;POB_URBANA;POB_RURAL;QRESIDUOS_DOM;PERIODO
9/01/2023;4290;060110;SIERRA;CAJAMARCA;CAJAMARCA;MATARA;3549;722;2827;112,79;2016
9/01/2023;4291;060111;SIERRA;CAJAMARCA;CAJAMARCA;NAMORA;10682;1665;9017;260,11;2016
9/01/2023;4292;060112;SIERRA;CAJAMARCA;CAJAMARCA;SAN JUAN;5210;988;4222;154,35;2016
9/01/2023;4293;060201;SIERRA;CAJAMARCA;CAJABAMBA;CAJABAMBA;30678;15873;14805;1853,97;2016
9/01/2023;4294;060202;SIERRA;CAJAMARCA;CAJABAMBA;CACHACHI;26873;981;25892;153,25;2016
9/01/2023;4295;060203;SIERRA;CAJAMARCA;CAJABAMBA;CONDEBAMBA;13968;675;13293;105,45;2016
9/01/2023;4296;060204;SIERRA;CAJAMARCA;CAJABAMBA;SITACOCHA;8901;2188;6713;327,43;2016
9/01/2023;4297;060301;SIERRA;CAJAMARCA;CELENDIN;CELENDIN;28159;19123;9036;2163,77;2016
9/01/2023;4298;060302;SIERRA;CAJAMARCA;CELENDIN;CHUMUCH;3194;243;2951;37,96;2016
9/01/2023;4299;060303;SIERRA;CAJAMARCA;CELENDIN;CORTEGANA;8842;424;8418;66,24;2016
9/01/2023;4300;060304;SIERRA;CAJAMARCA;CELENDIN;HUASMIN;13603;222;13381;34,68;2016
9/01/2023;4301;060305;SIERRA;CAJAMARCA;CELENDIN;JORGE CHAVEZ;594;206;388;32,18;2016
9/01/2023;4302;060306;SIERRA;CAJAMARCA;CELENDIN;JOSE GALVEZ;2516;785;1731;122,63;2016
9/01/2023;4303;060307;SIERRA;CAJAMARCA;CELENDIN;MIGUEL IGLESIAS;5582;618;4964;96,54;2016
9/01/2023;4304;060308;SIERRA;CAJAMARCA;CELENDIN;OXAMARCA;6952;486;6466;75,92;2016
9/01/2023;4305;060309;SIERRA;CAJAMARCA;CELENDIN;SOROCHUCO;9876;717;9159;112,01;2016
9/01/2023;4306;060310;SIERRA;CAJAMARCA;CELENDIN;SUCRE;6074;1163;4911;181,68;2016
9/01/2023;4307;060311;SIERRA;CAJAMARCA;CELENDIN;UTCO;1411;87;1324;13,59;2016
9/01/2023;4308;060312;SIERRA;CAJAMARCA;CELENDIN;LA LIBERTAD DE PALLAN;9040;713;8327;111,38;2016
9/01/2023;4309;060401;SIERRA;CAJAMARCA;CHOTA;CHOTA;48764;17541;31223;2236,40;2016
9/01/2023;4310;060402;SIERRA;CAJAMARCA;CHOTA;ANGUIA;4293;343;3950;53,58;2016
9/01/2023;4311;060403;SIERRA;CAJAMARCA;CHOTA;CHADIN;4103;425;3678;66,39;2016
9/01/2023;4312;060404;SIERRA;CAJAMARCA;CHOTA;CHIGUIRIP;4662;402;4260;62,80;2016
9/01/2023;4313;060405;SIERRA;CAJAMARCA;CHOTA;CHIMBAN;3671;790;2881;123,41;2016
9/01/2023;4314;060406;SIERRA;CAJAMARCA;CHOTA;CHOROPAMPA;2600;252;2348;39,37;2016
9/01/2023;4315;060407;SIERRA;CAJAMARCA;CHOTA;COCHABAMBA;6412;1224;5188;191,21;2016
9/01/2023;4316;060408;SIERRA;CAJAMARCA;CHOTA;CONCHAN;7032;457;6575;71,39;2016
9/01/2023;4317;060409;SIERRA;CAJAMARCA;CHOTA;HUAMBOS;9489;1122;8367;175,28;2016
9/01/2023;4318;060410;SIERRA;CAJAMARCA;CHOTA;LAJAS;12513;2029;10484;411,77;2016
9/01/2023;4319;060411;SIERRA;CAJAMARCA;CHOTA;LLAMA;8040;961;7079;150,13;2016
9/01/2023;4320;060412;SIERRA;CAJAMARCA;CHOTA;MIRACOSTA;3913;190;3723;29,68;2016
9/01/2023;4321;060413;SIERRA;CAJAMARCA;CHOTA;PACCHA;5326;1035;4291;161,69;2016
9/01/2023;4322;060414;SIERRA;CAJAMARCA;CHOTA;PION;1569;851;718;132,94;2016
9/01/2023;4323;060415;SIERRA;CAJAMARCA;CHOTA;QUEROCOTO;8932;935;7997;146,07;2016
9/01/2023;4324;060416;SIERRA;CAJAMARCA;CHOTA;SAN JUAN DE LICUPIS;975;171;804;26,71;2016
9/01/2023;4325;060417;SIERRA;CAJAMARCA;CHOTA;TACABAMBA;20074;3702;16372;1013,42;2016
9/01/2023;4326;060418;COSTA;CAJAMARCA;CHOTA;TOCMOCHE;992;218;774;37,08;2016
9/01/2023;4327;060419;SIERRA;CAJAMARCA;CHOTA;CHALAMARCA;11239;828;10411;129,35;2016
9/01/2023;4328;060501;SIERRA;CAJAMARCA;CONTUMAZA;CONTUMAZA;8470;3132;5338;777,36;2016
9/01/2023;4329;060502;SIERRA;CAJAMARCA;CONTUMAZA;CHILETE;2755;2131;624;334,46;2016
9/01/2023;4330;060503;SIERRA;CAJAMARCA;CONTUMAZA;CUPISNIQUE;1462;218;1244;34,06;2016
9/01/2023;4331;060504;SIERRA;CAJAMARCA;CONTUMAZA;GUZMANGO;3136;237;2899;37,02;2016
9/01/2023;4332;060505;SIERRA;CAJAMARCA;CONTUMAZA;SAN BENITO;3831;588;3243;91,86;2016
9/01/2023;4333;060506;SIERRA;CAJAMARCA;CONTUMAZA;SANTA CRUZ DE TOLED;1048;110;938;17,18;2016
9/01/2023;4334;060507;SIERRA;CAJAMARCA;CONTUMAZA;TANTARICA;3274;1771;1503;276,67;2016
9/01/2023;4335;060508;COSTA;CAJAMARCA;CONTUMAZA;YONAN;7895;5241;2654;1013,87;2016
9/01/2023;4336;060601;SIERRA;CAJAMARCA;CUTERVO;CUTERVO;56225;17721;38504;4786,44;2016
9/01/2023;4337;060602;SIERRA;CAJAMARCA;CUTERVO;CALLAYUC;10289;516;9773;80,61;2016
9/01/2023;4338;060603;SIERRA;CAJAMARCA;CUTERVO;CHOROS;3594;370;3224;57,80;2016
9/01/2023;4339;060604;SIERRA;CAJAMARCA;CUTERVO;CUJILLO;3034;289;2745;45,15;2016
9/01/2023;4340;060605;SIERRA;CAJAMARCA;CUTERVO;LA RAMADA;4853;590;4263;92,17;2016
9/01/2023;4341;060606;SIERRA;CAJAMARCA;CUTERVO;PIMPINGOS;5723;460;5263;71,86;2016
9/01/2023;4342;060607;SIERRA;CAJAMARCA;CUTERVO;QUEROCOTILLO;16978;925;16053;144,50;2016
9/01/2023;4343;060608;SIERRA;CAJAMARCA;CUTERVO;SAN ANDRES DE CUTERVO;5243;1134;4109;177,15;2016
9/01/2023;4344;060609;SIERRA;CAJAMARCA;CUTERVO;SAN JUAN DE CUTERVO;1990;433;1557;67,64;2016
9/01/2023;4345;060610;SIERRA;CAJAMARCA;CUTERVO;SAN LUIS DE LUCMA;4037;503;3534;78,58;2016
9/01/2023;4346;060611;SIERRA;CAJAMARCA;CUTERVO;SANTA CRUZ;2907;237;2670;37,02;2016
9/01/2023;4347;060612;SIERRA;CAJAMARCA;CUTERVO;SANTO DOMINGO DE LA CAPILLA;5640;817;4823;127,63;2016
9/01/2023;4348;060613;SIERRA;CAJAMARCA;CUTERVO;SANTO TOMAS;7949;1173;6776;183,25;2016
9/01/2023;4349;060614;SIERRA;CAJAMARCA;CUTERVO;SOCOTA;10721;2207;8514;499,44;2016
9/01/2023;4350;060615;SIERRA;CAJAMARCA;CUTERVO;TORIBIO CASANOVA;1275;332;943;51,87;2016
9/01/2023;4351;060701;SIERRA;CAJAMARCA;HUALGAYOC;BAMBAMARCA;82198;21036;61162;2449,33;2016
9/01/2023;4352;060702;SIERRA;CAJAMARCA;HUALGAYOC;CHUGUR;3598;237;3361;37,02;2016
9/01/2023;4353;060703;SIERRA;CAJAMARCA;HUALGAYOC;HUALGAYOC;16969;2425;14544;378,83;2016
9/01/2023;4354;060801;SIERRA;CAJAMARCA;JAEN;JAEN;101042;84062;16980;19764,67;2016
9/01/2023;4355;060802;SIERRA;CAJAMARCA;JAEN;BELLAVISTA;15320;6427;8893;1360,60;2016
9/01/2023;4356;060803;SELVA;CAJAMARCA;JAEN;CHONTALI;10223;1416;8807;298,73;2016
9/01/2023;4357;060804;SELVA;CAJAMARCA;JAEN;COLASAY;10496;1505;8991;317,51;2016
9/01/2023;4358;060805;SELVA;CAJAMARCA;JAEN;HUABAL;6994;663;6331;139,87;2016
9/01/2023;4359;060806;SIERRA;CAJAMARCA;JAEN;LAS PIRIAS;4026;722;3304;112,79;2016
9/01/2023;4360;060807;SIERRA;CAJAMARCA;JAEN;POMAHUACA;10128;1819;8309;169,19;2016
9/01/2023;4361;060808;SIERRA;CAJAMARCA;JAEN;PUCARA;7674;3666;4008;909,90;2016
9/01/2023;4362;060809;SIERRA;CAJAMARCA;JAEN;SALLIQUE;8687;996;7691;155,60;2016
9/01/2023;4363;060810;SIERRA;CAJAMARCA;JAEN;SAN FELIPE;6237;421;5816;65,77;2016
9/01/2023;4364;060811;SELVA;CAJAMARCA;JAEN;SAN JOSE DEL ALTO;7194;551;6643;116,24;2016
9/01/2023;4365;060812;SIERRA;CAJAMARCA;JAEN;SANTA ROSA;11399;2335;9064;468,75;2016
9/01/2023;4366;060901;SIERRA;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;37629;13120;24509;2442,29;2016
9/01/2023;4367;060902;SIERRA;CAJAMARCA;SAN IGNACIO;CHIRINOS;14315;2735;11580;409,29;2016
9/01/2023;4368;060903;SELVA;CAJAMARCA;SAN IGNACIO;HUARANGO;20580;2219;18361;408,21;2016
9/01/2023;4369;060904;SELVA;CAJAMARCA;SAN IGNACIO;LA COIPA;20956;1759;19197;371,10;2016
9/01/2023;4370;060905;SELVA;CAJAMARCA;SAN IGNACIO;NAMBALLE;11652;1724;9928;363,71;2016
9/01/2023;4371;060906;SELVA;CAJAMARCA;SAN IGNACIO;SAN JOSE DE LOURDES;21988;1229;20759;259,28;2016
9/01/2023;4372;060907;SELVA;CAJAMARCA;SAN IGNACIO;TABACONAS;21835;546;21289;115,19;2016
9/01/2023;4373;061001;SIERRA;CAJAMARCA;SAN MARCOS;PEDRO GALVEZ;21434;9739;11695;1955,10;2016
9/01/2023;4374;061002;SIERRA;CAJAMARCA;SAN MARCOS;CHANCAY;3333;508;2825;79,36;2016
9/01/2023;4375;061003;SIERRA;CAJAMARCA;SAN MARCOS;EDUARDO VILLANUEVA;2288;534;1754;83,42;2016
9/01/2023;4376;061004;SIERRA;CAJAMARCA;SAN MARCOS;GREGORIO PITA;6680;382;6298;59,68;2016
9/01/2023;4377;061005;SIERRA;CAJAMARCA;SAN MARCOS;ICHOCAN;1656;475;1181;74,20;2016
9/01/2023;4378;061006;SIERRA;CAJAMARCA;SAN MARCOS;JOSE MANUEL QUIROZ;3970;596;3374;93,11;2016
9/01/2023;4379;061007;SIERRA;CAJAMARCA;SAN MARCOS;JOSE SABOGAL;15202;322;14880;50,30;2016
9/01/2023;4380;061101;SIERRA;CAJAMARCA;SAN MIGUEL;SAN MIGUEL;15875;3690;12185;619,55;2016
9/01/2023;4381;061102;SIERRA;CAJAMARCA;SAN MIGUEL;BOLIVAR;1472;503;969;78,58;2016
9/01/2023;4382;061103;SIERRA;CAJAMARCA;SAN MIGUEL;CALQUIS;4422;97;4325;15,15;2016
9/01/2023;4383;061104;SIERRA;CAJAMARCA;SAN MIGUEL;CATILLUC;3487;382;3105;59,68;2016
9/01/2023;4384;061105;SIERRA;CAJAMARCA;SAN MIGUEL;EL PRADO;1344;179;1165;27,96;2016
9/01/2023;4385;061106;SIERRA;CAJAMARCA;SAN MIGUEL;LA FLORIDA;2177;510;1667;79,67;2016
9/01/2023;4386;061107;SIERRA;CAJAMARCA;SAN MIGUEL;LLAPA;6057;812;5245;126,85;2016
9/01/2023;4387;061108;COSTA;CAJAMARCA;SAN MIGUEL;NANCHOC;1543;291;1252;49,50;2016
9/01/2023;4388;061109;SIERRA;CAJAMARCA;SAN MIGUEL;NIEPOS;4024;577;3447;90,14;2016
9/01/2023;4389;061110;COSTA;CAJAMARCA;SAN MIGUEL;SAN GREGORIO;2274;172;2102;29,26;2016
9/01/2023;4390;061111;SIERRA;CAJAMARCA;SAN MIGUEL;SAN SILVESTRE DE COCHAN;4456;249;4207;38,90;2016
9/01/2023;4391;061112;SIERRA;CAJAMARCA;SAN MIGUEL;TONGOD;4876;1114;3762;174,03;2016
9/01/2023;4392;061113;SIERRA;CAJAMARCA;SAN MIGUEL;UNION AGUA BLANCA;3581;451;3130;70,46;2016
9/01/2023;4393;061201;SIERRA;CAJAMARCA;SAN PABLO;SAN PABLO;13575;3240;10335;490,72;2016
9/01/2023;4394;061202;SIERRA;CAJAMARCA;SAN PABLO;SAN BERNARDINO;4824;184;4640;28,74;2016
9/01/2023;4395;061203;SIERRA;CAJAMARCA;SAN PABLO;SAN LUIS;1263;87;1176;13,59;2016
9/01/2023;4396;061204;SIERRA;CAJAMARCA;SAN PABLO;TUMBADEN;3593;132;3461;20,62;2016
9/01/2023;4397;061301;SIERRA;CAJAMARCA;SANTA CRUZ;SANTA CRUZ;12335;5637;6698;1051,39;2016
9/01/2023;4398;061302;SIERRA;CAJAMARCA;SANTA CRUZ;ANDABAMBA;1508;218;1290;34,06;2016
9/01/2023;4399;061303;SIERRA;CAJAMARCA;SANTA CRUZ;CATACHE;10020;1464;8556;228,71;2016
9/01/2023;4400;061304;SIERRA;CAJAMARCA;SANTA CRUZ;CHANCAYBAÑOS;3898;319;3579;49,83;2016
9/01/2023;4401;061305;SIERRA;CAJAMARCA;SANTA CRUZ;LA ESPERANZA;2577;160;2417;25,00;2016
9/01/2023;4402;061306;SIERRA;CAJAMARCA;SANTA CRUZ;NINABAMBA;2771;355;2416;55,46;2016
9/01/2023;4403;061307;SIERRA;CAJAMARCA;SANTA CRUZ;PULAN;4459;395;4064;61,71;2016
9/01/2023;4404;061308;SIERRA;CAJAMARCA;SANTA CRUZ;SAUCEPAMPA;1857;259;1598;40,46;2016
9/01/2023;4405;061309;SIERRA;CAJAMARCA;SANTA CRUZ;SEXI;568;308;260;48,12;2016
9/01/2023;4406;061310;SIERRA;CAJAMARCA;SANTA CRUZ;UTICYACU;1608;195;1413;30,46;2016
9/01/2023;4407;061311;SIERRA;CAJAMARCA;SANTA CRUZ;YAUYUCAN;3599;843;2756;131,69;2016
9/01/2023;4408;070101;COSTA;CALLAO;CALLAO;CALLAO;406760;406760;0;86999,58;2016
9/01/2023;4409;070102;COSTA;CALLAO;CALLAO;BELLAVISTA;71859;71859;0;13770,36;2016
9/01/2023;4410;070103;COSTA;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;40765;40765;0;9696,96;2016
9/01/2023;4411;070104;COSTA;CALLAO;CALLAO;LA PERLA;58917;58917;0;12792,89;2016
9/01/2023;4412;070105;COSTA;CALLAO;CALLAO;LA PUNTA;3270;3270;0;812,86;2016
9/01/2023;4413;070106;COSTA;CALLAO;CALLAO;VENTANILLA  ;385596;385596;0;86605,38;2016
9/01/2023;4414;070107;COSTA;CALLAO;CALLAO;MI PERU  ;60977;60977;0;12908,83;2016
9/01/2023;4415;080101;SIERRA;CUSCO;CUSCO;CUSCO;119709;117071;2638;37175,90;2016
9/01/2023;4416;080102;SIERRA;CUSCO;CUSCO;CCORCA;2358;634;1724;74,05;2016
9/01/2023;4417;080103;SIERRA;CUSCO;CUSCO;POROY;7897;1701;6196;265,73;2016
9/01/2023;4418;080104;SIERRA;CUSCO;CUSCO;SAN JERONIMO;47534;44521;3013;6662,57;2016
9/01/2023;4419;080105;SIERRA;CUSCO;CUSCO;SAN SEBASTIAN;116493;112703;3790;15220,54;2016
9/01/2023;4420;080106;SIERRA;CUSCO;CUSCO;SANTIAGO;90766;88296;2470;19336,82;2016
9/01/2023;4421;080107;SIERRA;CUSCO;CUSCO;SAYLLA;5481;2345;3136;521,60;2016
9/01/2023;4422;080108;SIERRA;CUSCO;CUSCO;WANCHAQ;64325;64325;0;11974,10;2016
9/01/2023;4423;080201;SIERRA;CUSCO;ACOMAYO;ACOMAYO;5574;2232;3342;391,05;2016
9/01/2023;4424;080202;SIERRA;CUSCO;ACOMAYO;ACOPIA;2351;1348;1003;210,58;2016
9/01/2023;4425;080203;SIERRA;CUSCO;ACOMAYO;ACOS;2305;1335;970;180,29;2016
9/01/2023;4426;080204;SIERRA;CUSCO;ACOMAYO;MOSOC LLACTA;2298;765;1533;119,51;2016
9/01/2023;4427;080205;SIERRA;CUSCO;ACOMAYO;POMACANCHI;9032;5038;3994;661,99;2016
9/01/2023;4428;080206;SIERRA;CUSCO;ACOMAYO;RONDOCAN;2324;1122;1202;167,91;2016
9/01/2023;4429;080207;SIERRA;CUSCO;ACOMAYO;SANGARARA;3726;2668;1058;462,56;2016
9/01/2023;4430;080301;SIERRA;CUSCO;ANTA;ANTA;16721;7248;9473;1507,95;2016
9/01/2023;4431;080302;SIERRA;CUSCO;ANTA;ANCAHUASI;6963;1666;5297;210,40;2016
9/01/2023;4432;080303;SIERRA;CUSCO;ANTA;CACHIMAYO;2274;1707;567;266,67;2016
9/01/2023;4433;080304;SIERRA;CUSCO;ANTA;CHINCHAYPUJIO;4357;870;3487;135,91;2016
9/01/2023;4434;080305;SIERRA;CUSCO;ANTA;HUAROCONDO;5803;2270;3533;361,25;2016
9/01/2023;4435;080306;SIERRA;CUSCO;ANTA;LIMATAMBO;9781;1996;7785;311,82;2016
9/01/2023;4436;080307;SIERRA;CUSCO;ANTA;MOLLEPATA;2630;1054;1576;164,66;2016
9/01/2023;4437;080308;SIERRA;CUSCO;ANTA;PUCYURA;4239;1769;2470;267,93;2016
9/01/2023;4438;080309;SIERRA;CUSCO;ANTA;ZURITE;3669;1466;2203;229,02;2016
9/01/2023;4439;080401;SIERRA;CUSCO;CALCA;CALCA;23510;12677;10833;1989,66;2016
9/01/2023;4440;080402;SIERRA;CUSCO;CALCA;COYA;4019;1374;2645;214,65;2016
9/01/2023;4441;080403;SIERRA;CUSCO;CALCA;LAMAY;5780;1952;3828;304,94;2016
9/01/2023;4442;080404;SIERRA;CUSCO;CALCA;LARES;7198;1964;5234;320,44;2016
9/01/2023;4443;080405;SIERRA;CUSCO;CALCA;PISAC;10209;3701;6508;661,92;2016
9/01/2023;4444;080406;SIERRA;CUSCO;CALCA;SAN SALVADOR;5634;1294;4340;202,15;2016
9/01/2023;4445;080407;SIERRA;CUSCO;CALCA;TARAY;4724;541;4183;84,52;2016
9/01/2023;4446;080408;SELVA;CUSCO;CALCA;YANATILE;13429;3153;10276;679,00;2016
9/01/2023;4447;080501;SIERRA;CUSCO;CANAS;YANAOCA;10049;2391;7658;471,27;2016
9/01/2023;4448;080502;SIERRA;CUSCO;CANAS;CHECCA;6292;260;6032;40,62;2016
9/01/2023;4449;080503;SIERRA;CUSCO;CANAS;KUNTURKANKI;5745;1188;4557;179,93;2016
9/01/2023;4450;080504;SIERRA;CUSCO;CANAS;LANGUI;2510;326;2184;50,93;2016
9/01/2023;4451;080505;SIERRA;CUSCO;CANAS;LAYO;6373;608;5765;94,98;2016
9/01/2023;4452;080506;SIERRA;CUSCO;CANAS;PAMPAMARCA;2034;833;1201;130,13;2016
9/01/2023;4453;080507;SIERRA;CUSCO;CANAS;QUEHUE;3582;283;3299;44,21;2016
9/01/2023;4454;080508;SIERRA;CUSCO;CANAS;TUPAC AMARU;2906;428;2478;66,86;2016
9/01/2023;4455;080601;SIERRA;CUSCO;CANCHIS;SICUANI;60363;46473;13890;9668,71;2016
9/01/2023;4456;080602;SIERRA;CUSCO;CANCHIS;CHECACUPE;4978;2380;2598;321,42;2016
9/01/2023;4457;080603;SIERRA;CUSCO;CANCHIS;COMBAPATA;5398;2057;3341;311,55;2016
9/01/2023;4458;080604;SIERRA;CUSCO;CANCHIS;MARANGANI;11195;2761;8434;241,86;2016
9/01/2023;4459;080605;SIERRA;CUSCO;CANCHIS;PITUMARCA;7541;3304;4237;301,49;2016
9/01/2023;4460;080606;SIERRA;CUSCO;CANCHIS;SAN PABLO;4579;1455;3124;136,49;2016
9/01/2023;4461;080607;SIERRA;CUSCO;CANCHIS;SAN PEDRO;2740;1401;1339;178,98;2016
9/01/2023;4462;080608;SIERRA;CUSCO;CANCHIS;TINTA;5605;2610;2995;476,33;2016
9/01/2023;4463;080701;SIERRA;CUSCO;CHUMBIVILCAS;SANTO TOMAS;26707;10835;15872;1423,72;2016
9/01/2023;4464;080702;SIERRA;CUSCO;CHUMBIVILCAS;CAPACMARCA;4596;625;3971;97,64;2016
9/01/2023;4465;080703;SIERRA;CUSCO;CHUMBIVILCAS;CHAMACA;8894;1300;7594;203,09;2016
9/01/2023;4466;080704;SIERRA;CUSCO;CHUMBIVILCAS;COLQUEMARCA;8582;1180;7402;184,34;2016
9/01/2023;4467;080705;SIERRA;CUSCO;CHUMBIVILCAS;LIVITACA;13406;1104;12302;172,47;2016
9/01/2023;4468;080706;SIERRA;CUSCO;CHUMBIVILCAS;LLUSCO;7100;1073;6027;167,62;2016
9/01/2023;4469;080707;SIERRA;CUSCO;CHUMBIVILCAS;QUIÑOTA;4930;830;4100;129,66;2016
9/01/2023;4470;080708;SIERRA;CUSCO;CHUMBIVILCAS;VELILLE;8514;2140;6374;395,24;2016
9/01/2023;4471;080801;SIERRA;CUSCO;ESPINAR;ESPINAR;33520;27838;5682;6340,38;2016
9/01/2023;4472;080802;SIERRA;CUSCO;ESPINAR;CONDOROMA;1412;557;855;87,01;2016
9/01/2023;4473;080803;SIERRA;CUSCO;ESPINAR;COPORAQUE;17877;532;17345;83,11;2016
9/01/2023;4474;080804;SIERRA;CUSCO;ESPINAR;OCORURO;1593;151;1442;23,59;2016
9/01/2023;4475;080805;SIERRA;CUSCO;ESPINAR;PALLPATA;5552;1566;3986;297,23;2016
9/01/2023;4476;080806;SIERRA;CUSCO;ESPINAR;PICHIGUA;3607;591;3016;92,33;2016
9/01/2023;4477;080807;SIERRA;CUSCO;ESPINAR;SUYCKUTAMBO;2767;277;2490;43,27;2016
9/01/2023;4478;080808;SIERRA;CUSCO;ESPINAR;ALTO PICHIGUA;3147;307;2840;47,96;2016
9/01/2023;4479;080901;SELVA;CUSCO;LA CONVENCION;SANTA ANA;34732;27775;6957;9935,12;2016
9/01/2023;4480;080902;SELVA;CUSCO;LA CONVENCION;ECHARATE;36794;5307;31487;1375,31;2016
9/01/2023;4481;080903;SELVA;CUSCO;LA CONVENCION;HUAYOPATA;4605;1899;2706;298,74;2016
9/01/2023;4482;080904;SELVA;CUSCO;LA CONVENCION;MARANURA;5986;646;5340;136,29;2016
9/01/2023;4483;080905;SELVA;CUSCO;LA CONVENCION;OCOBAMBA;6792;433;6359;91,35;2016
9/01/2023;4484;080906;SELVA;CUSCO;LA CONVENCION;QUELLOUNO;18156;1906;16250;402,11;2016
9/01/2023;4485;080907;SELVA;CUSCO;LA CONVENCION;KIMBIRI;14776;4496;10280;935,39;2016
9/01/2023;4486;080908;SELVA;CUSCO;LA CONVENCION;SANTA TERESA;6429;1399;5030;295,15;2016
9/01/2023;4487;080909;SELVA;CUSCO;LA CONVENCION;VILCABAMBA    ;13756;470;13286;73,42;2016
9/01/2023;4488;080910;SELVA;CUSCO;LA CONVENCION;PICHARI;20373;8934;11439;2021,76;2016
9/01/2023;4489;080911;SELVA;CUSCO;LA CONVENCION;INKAWASI  ;5068;0;5068;0,00;2016
9/01/2023;4490;080912;SELVA;CUSCO;LA CONVENCION;VILLA VIRGEN  ;2394;1889;505;398,52;2016
9/01/2023;4491;080913;SELVA;CUSCO;LA CONVENCION;VILLA KINTIARINA  ;2134;0;2134;0,00;2016
9/01/2023;4492;080914;SELVA;CUSCO;LA CONVENCION;MEGANTONI   ;8365;0;8365;0,00;2016
9/01/2023;4493;081001;SIERRA;CUSCO;PARURO;PARURO;3361;1608;1753;252,38;2016
9/01/2023;4494;081002;SIERRA;CUSCO;PARURO;ACCHA;3803;1265;2538;197,62;2016
9/01/2023;4495;081003;SIERRA;CUSCO;PARURO;CCAPI;3706;828;2878;129,35;2016
9/01/2023;4496;081004;SIERRA;CUSCO;PARURO;COLCHA;1160;1116;44;85,54;2016
9/01/2023;4497;081005;SIERRA;CUSCO;PARURO;HUANOQUITE;5659;1353;4306;211,37;2016
9/01/2023;4498;081006;SIERRA;CUSCO;PARURO;OMACHA;7185;1824;5361;284,95;2016
9/01/2023;4499;081007;SIERRA;CUSCO;PARURO;PACCARITAMBO;2039;685;1354;107,01;2016
9/01/2023;4500;081008;SIERRA;CUSCO;PARURO;PILLPINTO;1233;1109;124;109,29;2016
9/01/2023;4501;081009;SIERRA;CUSCO;PARURO;YAURISQUE;2491;471;2020;73,58;2016
9/01/2023;4502;081101;SIERRA;CUSCO;PAUCARTAMBO;PAUCARTAMBO;13307;3925;9382;573,05;2016
9/01/2023;4503;081102;SIERRA;CUSCO;PAUCARTAMBO;CAICAY;2728;636;2092;99,36;2016
9/01/2023;4504;081103;SIERRA;CUSCO;PAUCARTAMBO;CHALLABAMBA;11297;991;10306;154,81;2016
9/01/2023;4505;081104;SIERRA;CUSCO;PAUCARTAMBO;COLQUEPATA;10687;622;10065;97,17;2016
9/01/2023;4506;081105;SIERRA;CUSCO;PAUCARTAMBO;HUANCARANI;7684;1449;6235;226,36;2016
9/01/2023;4507;081106;SELVA;CUSCO;PAUCARTAMBO;KOSÑIPATA;5635;1919;3716;404,85;2016
9/01/2023;4508;081201;SIERRA;CUSCO;QUISPICANCHI;URCOS;9311;5323;3988;582,87;2016
9/01/2023;4509;081202;SIERRA;CUSCO;QUISPICANCHI;ANDAHUAYLILLAS;5497;3375;2122;708,33;2016
9/01/2023;4510;081203;SELVA;CUSCO;QUISPICANCHI;CAMANTI;2089;1321;768;144,65;2016
9/01/2023;4511;081204;SIERRA;CUSCO;QUISPICANCHI;CCARHUAYO;3143;646;2497;77,81;2016
9/01/2023;4512;081205;SIERRA;CUSCO;QUISPICANCHI;CCATCA;17985;2435;15550;277,30;2016
9/01/2023;4513;081206;SIERRA;CUSCO;QUISPICANCHI;CUSIPATA;4769;1189;3580;185,75;2016
9/01/2023;4514;081207;SIERRA;CUSCO;QUISPICANCHI;HUARO;4488;1875;2613;292,91;2016
9/01/2023;4515;081208;SIERRA;CUSCO;QUISPICANCHI;LUCRE;4016;3222;794;376,33;2016
9/01/2023;4516;081209;SIERRA;CUSCO;QUISPICANCHI;MARCAPATA;4512;556;3956;86,86;2016
9/01/2023;4517;081210;SIERRA;CUSCO;QUISPICANCHI;OCONGATE;15709;2812;12897;400,29;2016
9/01/2023;4518;081211;SIERRA;CUSCO;QUISPICANCHI;OROPESA;7335;6498;837;1015,12;2016
9/01/2023;4519;081212;SIERRA;CUSCO;QUISPICANCHI;QUIQUIJANA;11002;1582;9420;519,69;2016
9/01/2023;4520;081301;SIERRA;CUSCO;URUBAMBA;URUBAMBA;21099;14018;7081;2524,90;2016
9/01/2023;4521;081302;SIERRA;CUSCO;URUBAMBA;CHINCHERO;9803;2772;7031;261,40;2016
9/01/2023;4522;081303;SIERRA;CUSCO;URUBAMBA;HUAYLLABAMBA;5266;1344;3922;209,96;2016
9/01/2023;4523;081304;SIERRA;CUSCO;URUBAMBA;MACHUPICCHU;8379;7048;1331;1414,89;2016
9/01/2023;4524;081305;SIERRA;CUSCO;URUBAMBA;MARAS;5832;1521;4311;265,97;2016
9/01/2023;4525;081306;SIERRA;CUSCO;URUBAMBA;OLLANTAYTAMBO;11257;3408;7849;442,84;2016
9/01/2023;4526;081307;SIERRA;CUSCO;URUBAMBA;YUCAY;3337;3142;195;366,99;2016
9/01/2023;4527;090101;SIERRA;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;40676;35206;5470;6964,80;2016
9/01/2023;4528;090102;SIERRA;HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;4646;915;3731;142,94;2016
