FECHA_CORTE;N_SEC;UBIGEO;REG_NAT;DEPARTAMENTO;PROVINCIA;DISTRITO;POB_TOTAL;POB_URBANA;POB_RURAL;QRESIDUOS_DOM;PERIODO
9/01/2023;1;010101;SELVA;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;28423;27548;875;4857,50;2014
9/01/2023;2;010102;SELVA;AMAZONAS;CHACHAPOYAS;ASUNCION;291;151;140;33,56;2014
9/01/2023;3;010103;SIERRA;AMAZONAS;CHACHAPOYAS;BALSAS;1615;299;1316;48,96;2014
9/01/2023;4;010104;SIERRA;AMAZONAS;CHACHAPOYAS;CHETO;597;388;209;63,59;2014
9/01/2023;5;010105;SIERRA;AMAZONAS;CHACHAPOYAS;CHILIQUIN;737;197;540;32,38;2014
9/01/2023;6;010106;SIERRA;AMAZONAS;CHACHAPOYAS;CHUQUIBAMBA;2096;630;1466;103,25;2014
9/01/2023;7;010107;SELVA;AMAZONAS;CHACHAPOYAS;GRANADA;395;133;262;29,46;2014
9/01/2023;8;010108;SIERRA;AMAZONAS;CHACHAPOYAS;HUANCAS;1240;1231;9;201,84;2014
9/01/2023;9;010109;SELVA;AMAZONAS;CHACHAPOYAS;LA JALCA;5551;2442;3109;542,65;2014
9/01/2023;10;010110;SELVA;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;4200;1991;2209;442,34;2014
9/01/2023;11;010111;SIERRA;AMAZONAS;CHACHAPOYAS;LEVANTO;893;458;435;75,16;2014
9/01/2023;12;010112;SELVA;AMAZONAS;CHACHAPOYAS;MAGDALENA;815;643;172;142,82;2014
9/01/2023;13;010113;SELVA;AMAZONAS;CHACHAPOYAS;MARISCAL CASTILLA;1034;498;536;110,62;2014
9/01/2023;14;010114;SIERRA;AMAZONAS;CHACHAPOYAS;MOLINOPAMPA;2737;720;2017;147,94;2014
9/01/2023;15;010115;SELVA;AMAZONAS;CHACHAPOYAS;MONTEVIDEO;608;545;63;121,03;2014
9/01/2023;16;010116;SELVA;AMAZONAS;CHACHAPOYAS;OLLEROS;365;107;258;23,76;2014
9/01/2023;17;010117;SELVA;AMAZONAS;CHACHAPOYAS;QUINJALCA;865;132;733;29,43;2014
9/01/2023;18;010118;SELVA;AMAZONAS;CHACHAPOYAS;SAN FRANCISCO DE DAGUAS;347;262;85;58,21;2014
9/01/2023;19;010119;SELVA;AMAZONAS;CHACHAPOYAS;SAN ISIDRO DE MAINO;712;491;221;109,09;2014
9/01/2023;20;010120;SELVA;AMAZONAS;CHACHAPOYAS;SOLOCO;1346;284;1062;63,08;2014
9/01/2023;21;010121;SELVA;AMAZONAS;CHACHAPOYAS;SONCHE;224;100;124;22,27;2014
9/01/2023;22;010201;SELVA;AMAZONAS;BAGUA;BAGUA ;26017;23083;2934;4099,31;2014
9/01/2023;23;010202;SELVA;AMAZONAS;BAGUA;ARAMANGO;11221;2606;8615;551,62;2014
9/01/2023;24;010203;SELVA;AMAZONAS;BAGUA;COPALLIN;6389;1933;4456;429,47;2014
9/01/2023;25;010204;SELVA;AMAZONAS;BAGUA;EL PARCO;1466;749;717;166,46;2014
9/01/2023;26;010205;SELVA;AMAZONAS;BAGUA;IMAZA;24029;3140;20889;697,83;2014
9/01/2023;27;010206;SELVA;AMAZONAS;BAGUA;LA PECA ;8013;4549;3464;747,16;2014
9/01/2023;28;010301;SELVA;AMAZONAS;BONGARA;JUMBILLA;1744;1539;205;410,19;2014
9/01/2023;29;010302;SELVA;AMAZONAS;BONGARA;CHISQUILLA;341;138;203;30,66;2014
9/01/2023;30;010303;SELVA;AMAZONAS;BONGARA;CHURUJA;273;249;24;55,31;2014
9/01/2023;31;010304;SELVA;AMAZONAS;BONGARA;COROSHA;990;139;851;30,90;2014
9/01/2023;32;010305;SELVA;AMAZONAS;BONGARA;CUISPES;891;415;476;92,16;2014
9/01/2023;33;010306;SELVA;AMAZONAS;BONGARA;FLORIDA;8257;4755;3502;971,96;2014
9/01/2023;34;010307;SELVA;AMAZONAS;BONGARA;JAZAN;9253;7585;1668;1273,52;2014
9/01/2023;35;010308;SELVA;AMAZONAS;BONGARA;RECTA;211;73;138;16,24;2014
9/01/2023;36;010309;SELVA;AMAZONAS;BONGARA;SAN CARLOS;327;263;64;58,41;2014
9/01/2023;37;010310;SELVA;AMAZONAS;BONGARA;SHIPASBAMBA;1744;1018;726;226,21;2014
9/01/2023;38;010311;SELVA;AMAZONAS;BONGARA;VALERA;1295;437;858;97,14;2014
9/01/2023;39;010312;SELVA;AMAZONAS;BONGARA;YAMBRASBAMBA;8070;2983;5087;662,93;2014
9/01/2023;40;010401;SELVA;AMAZONAS;CONDORCANQUI;NIEVA ;28116;4147;23969;892,99;2014
9/01/2023;41;010402;SELVA;AMAZONAS;CONDORCANQUI;EL CENEPA ;9513;1216;8297;270,16;2014
9/01/2023;42;010403;SELVA;AMAZONAS;CONDORCANQUI;RIO SANTIAGO;16282;2709;13573;601,86;2014
9/01/2023;43;010501;SIERRA;AMAZONAS;LUYA;LAMUD;2330;2020;310;486,51;2014
9/01/2023;44;010502;SELVA;AMAZONAS;LUYA;CAMPORREDONDO;7006;4431;2575;984,66;2014
9/01/2023;45;010503;SELVA;AMAZONAS;LUYA;COCABAMBA;2492;359;2133;79,85;2014
9/01/2023;46;010504;SIERRA;AMAZONAS;LUYA;COLCAMAR;2326;1354;972;222,02;2014
9/01/2023;47;010505;SELVA;AMAZONAS;LUYA;CONILA;2102;1233;869;274,09;2014
9/01/2023;48;010506;SIERRA;AMAZONAS;LUYA;INGUILPATA;622;367;255;60,26;2014
9/01/2023;49;010507;SELVA;AMAZONAS;LUYA;LONGUITA;1132;237;895;52,65;2014
9/01/2023;50;010508;SIERRA;AMAZONAS;LUYA;LONYA CHICO;997;327;670;53,67;2014
9/01/2023;51;010509;SIERRA;AMAZONAS;LUYA;LUYA;4422;2319;2103;482,48;2014
9/01/2023;52;010510;SIERRA;AMAZONAS;LUYA;LUYA VIEJO;479;479;0;78,55;2014
9/01/2023;53;010511;SELVA;AMAZONAS;LUYA;MARIA;938;502;436;111,65;2014
9/01/2023;54;010512;SELVA;AMAZONAS;LUYA;OCALLI;4180;1589;2591;353,12;2014
9/01/2023;55;010513;SELVA;AMAZONAS;LUYA;OCUMAL;4163;691;3472;153,65;2014
9/01/2023;56;010514;SIERRA;AMAZONAS;LUYA;PISUQUIA;6065;274;5791;44,86;2014
9/01/2023;57;010515;SIERRA;AMAZONAS;LUYA;PROVIDENCIA;1539;282;1257;46,19;2014
9/01/2023;58;010516;SIERRA;AMAZONAS;LUYA;SAN CRISTOBAL;700;493;207;80,86;2014
9/01/2023;59;010517;SIERRA;AMAZONAS;LUYA;SAN FRANCISCO DEL YESO;826;386;440;63,37;2014
9/01/2023;60;010518;SIERRA;AMAZONAS;LUYA;SAN JERONIMO;909;350;559;57,46;2014
9/01/2023;61;010519;SELVA;AMAZONAS;LUYA;SAN JUAN DE LOPECANCHA;524;78;446;17,27;2014
9/01/2023;62;010520;SIERRA;AMAZONAS;LUYA;SANTA CATALINA;1888;470;1418;77,13;2014
9/01/2023;63;010521;SELVA;AMAZONAS;LUYA;SANTO TOMAS;3619;1091;2528;242,35;2014
9/01/2023;64;010522;SIERRA;AMAZONAS;LUYA;TINGO;1352;703;649;115,25;2014
9/01/2023;65;010523;SIERRA;AMAZONAS;LUYA;TRITA;1378;824;554;135,06;2014
9/01/2023;66;010601;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;SAN NICOLAS;5255;3646;1609;810,18;2014
9/01/2023;67;010602;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;CHIRIMOTO;2048;117;1931;25,94;2014
9/01/2023;68;010603;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;COCHAMAL;519;412;107;91,63;2014
9/01/2023;69;010604;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;HUAMBO;2711;582;2129;129,31;2014
9/01/2023;70;010605;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;LIMABAMBA;2999;648;2351;143,98;2014
9/01/2023;71;010606;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;LONGAR;1667;913;754;202,92;2014
9/01/2023;72;010607;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;MARISCAL BENAVIDES;1417;879;538;195,32;2014
9/01/2023;73;010608;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;MILPUC;622;358;264;79,51;2014
9/01/2023;74;010609;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;9364;802;8562;178,19;2014
9/01/2023;75;010610;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;SANTA ROSA;480;135;345;30,02;2014
9/01/2023;76;010611;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;TOTORA;462;125;337;27,87;2014
9/01/2023;77;010612;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;VISTA ALEGRE;3342;709;2633;157,63;2014
9/01/2023;78;010701;SIERRA;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;53335;33246;20089;6830,54;2014
9/01/2023;79;010702;SELVA;AMAZONAS;UTCUBAMBA;CAJARURO ;28523;8730;19793;1939,93;2014
9/01/2023;80;010703;SIERRA;AMAZONAS;UTCUBAMBA;CUMBA;8955;2719;6236;555,78;2014
9/01/2023;81;010704;SIERRA;AMAZONAS;UTCUBAMBA;EL MILAGRO;6376;1696;4680;278,08;2014
9/01/2023;82;010705;SIERRA;AMAZONAS;UTCUBAMBA;JAMALCA;8216;1506;6710;247,03;2014
9/01/2023;83;010706;SELVA;AMAZONAS;UTCUBAMBA;LONYA GRANDE;10374;3409;6965;757,49;2014
9/01/2023;84;010707;SIERRA;AMAZONAS;UTCUBAMBA;YAMON;2935;559;2376;91,74;2014
9/01/2023;85;020101;SIERRA;ANCASH;HUARAZ;HUARAZ;63327;56780;6547;11398,52;2014
9/01/2023;86;020102;SIERRA;ANCASH;HUARAZ;COCHABAMBA;2006;461;1545;75,53;2014
9/01/2023;87;020103;SIERRA;ANCASH;HUARAZ;COLCABAMBA;783;430;353;70,59;2014
9/01/2023;88;020104;SIERRA;ANCASH;HUARAZ;HUANCHAY;2324;367;1957;60,26;2014
9/01/2023;89;020105;SIERRA;ANCASH;HUARAZ;INDEPENDENCIA;72423;58251;14172;10736,43;2014
9/01/2023;90;020106;SIERRA;ANCASH;HUARAZ;JANGAS;4932;1976;2956;324,04;2014
9/01/2023;91;020107;SIERRA;ANCASH;HUARAZ;LA LIBERTAD;1183;314;869;51,53;2014
9/01/2023;92;020108;SIERRA;ANCASH;HUARAZ;OLLEROS;2285;1232;1053;170,93;2014
9/01/2023;93;020109;SIERRA;ANCASH;HUARAZ;PAMPAS;1211;381;830;62,46;2014
9/01/2023;94;020110;SIERRA;ANCASH;HUARAZ;PARIACOTO;4697;1371;3326;224,79;2014
9/01/2023;95;020111;SIERRA;ANCASH;HUARAZ;PIRA;3792;502;3290;82,31;2014
9/01/2023;96;020112;SIERRA;ANCASH;HUARAZ;TARICA;5805;1636;4169;226,89;2014
9/01/2023;97;020201;SIERRA;ANCASH;AIJA;AIJA;1903;994;909;163,09;2014
9/01/2023;98;020202;SIERRA;ANCASH;AIJA;CORIS;2234;477;1757;78,25;2014
9/01/2023;99;020203;SIERRA;ANCASH;AIJA;HUACLLAN;611;365;246;59,83;2014
9/01/2023;100;020204;SIERRA;ANCASH;AIJA;LA MERCED;2251;291;1960;47,68;2014
9/01/2023;101;020205;SIERRA;ANCASH;AIJA;SUCCHA;853;351;502;57,50;2014
9/01/2023;102;020301;SIERRA;ANCASH;ANTONIO RAYMONDI;LLAMELLIN;3643;1710;1933;280,47;2014
9/01/2023;103;020302;SIERRA;ANCASH;ANTONIO RAYMONDI;ACZO;2212;432;1780;70,78;2014
9/01/2023;104;020303;SIERRA;ANCASH;ANTONIO RAYMONDI;CHACCHO;1753;529;1224;86,68;2014
9/01/2023;105;020304;SIERRA;ANCASH;ANTONIO RAYMONDI;CHINGAS;1962;690;1272;113,09;2014
9/01/2023;106;020305;SIERRA;ANCASH;ANTONIO RAYMONDI;MIRGAS;5348;668;4680;109,57;2014
9/01/2023;107;020306;SIERRA;ANCASH;ANTONIO RAYMONDI;SAN JUAN DE RONTOY;1645;227;1418;37,19;2014
9/01/2023;108;020401;SIERRA;ANCASH;ASUNCIÓN;CHACAS;5568;2173;3395;356,41;2014
9/01/2023;109;020402;SIERRA;ANCASH;ASUNCIÓN;ACOCHACA;3301;195;3106;32,01;2014
9/01/2023;110;020501;SIERRA;ANCASH;BOLOGNESI;CHIQUIAN;3723;3387;336;555,42;2014
9/01/2023;111;020502;SIERRA;ANCASH;BOLOGNESI;ABELARDO PARDO LEZAMETA;1129;811;318;132,99;2014
9/01/2023;112;020503;SIERRA;ANCASH;BOLOGNESI;ANTONIO RAYMONDI;1099;306;793;50,16;2014
9/01/2023;113;020504;SIERRA;ANCASH;BOLOGNESI;AQUIA;2574;1332;1242;218,44;2014
9/01/2023;114;020505;SIERRA;ANCASH;BOLOGNESI;CAJACAY;1623;612;1011;100,40;2014
9/01/2023;115;020506;SIERRA;ANCASH;BOLOGNESI;CANIS;1166;1117;49;183,19;2014
9/01/2023;116;020507;COSTA;ANCASH;BOLOGNESI;COLQUIOC;3896;2002;1894;338,99;2014
9/01/2023;117;020508;SIERRA;ANCASH;BOLOGNESI;HUALLANCA;8288;4852;3436;795,66;2014
9/01/2023;118;020509;SIERRA;ANCASH;BOLOGNESI;HUASTA;2563;1702;861;279,05;2014
9/01/2023;119;020510;SIERRA;ANCASH;BOLOGNESI;HUAYLLACAYAN;1133;229;904;37,57;2014
9/01/2023;120;020511;SIERRA;ANCASH;BOLOGNESI;LA PRIMAVERA;878;668;210;109,58;2014
9/01/2023;121;020512;SIERRA;ANCASH;BOLOGNESI;MANGAS;572;457;115;74,98;2014
9/01/2023;122;020513;SIERRA;ANCASH;BOLOGNESI;PACLLON;1706;1478;228;242,45;2014
9/01/2023;123;020514;SIERRA;ANCASH;BOLOGNESI;SAN MIGUEL DE CORPANQUI;1176;904;272;148,18;2014
9/01/2023;124;020515;SIERRA;ANCASH;BOLOGNESI;TICLLOS;1213;1139;74;186,72;2014
9/01/2023;125;020601;SIERRA;ANCASH;CARHUAZ;CARHUAZ;15230;7971;7259;1307,10;2014
9/01/2023;126;020602;SIERRA;ANCASH;CARHUAZ;ACOPAMPA;2647;920;1727;150,92;2014
9/01/2023;127;020603;SIERRA;ANCASH;CARHUAZ;AMASHCA;1598;708;890;116,15;2014
9/01/2023;128;020604;SIERRA;ANCASH;CARHUAZ;ANTA;2491;646;1845;105,92;2014
9/01/2023;129;020605;SIERRA;ANCASH;CARHUAZ;ATAQUERO;1399;257;1142;42,12;2014
9/01/2023;130;020606;SIERRA;ANCASH;CARHUAZ;MARCARA;9258;1378;7880;225,96;2014
9/01/2023;131;020607;SIERRA;ANCASH;CARHUAZ;PARIAHUANCA;1602;575;1027;94,34;2014
9/01/2023;132;020608;SIERRA;ANCASH;CARHUAZ;SAN MIGUEL DE ACO;2736;345;2391;56,61;2014
9/01/2023;133;020609;SIERRA;ANCASH;CARHUAZ;SHILLA;3319;1313;2006;215,39;2014
9/01/2023;134;020610;SIERRA;ANCASH;CARHUAZ;TINCO;3215;1201;2014;196,97;2014
9/01/2023;135;020611;SIERRA;ANCASH;CARHUAZ;YUNGAR;3391;639;2752;104,74;2014
9/01/2023;136;020701;SIERRA;ANCASH;CARLOS F. FITZCARRALD;SAN LUIS;12565;2323;10242;380,91;2014
9/01/2023;137;020702;SIERRA;ANCASH;CARLOS F. FITZCARRALD;SAN NICOLAS;3780;573;3207;94,04;2014
9/01/2023;138;020703;SIERRA;ANCASH;CARLOS F. FITZCARRALD;YAUYA;5521;594;4927;97,42;2014
9/01/2023;139;020801;COSTA;ANCASH;CASMA;CASMA;32430;27943;4487;8917,63;2014
9/01/2023;140;020802;COSTA;ANCASH;CASMA;BUENA VISTA ALTA;4196;1088;3108;184,22;2014
9/01/2023;141;020803;COSTA;ANCASH;CASMA;COMANDANTE NOEL;2065;996;1069;168,68;2014
9/01/2023;142;020804;COSTA;ANCASH;CASMA;YAUTAN;8312;2872;5440;471,73;2014
9/01/2023;143;020901;SIERRA;ANCASH;CORONGO;CORONGO;1543;1116;427;182,98;2014
9/01/2023;144;020902;SIERRA;ANCASH;CORONGO;ACO;472;247;225;40,48;2014
9/01/2023;145;020903;SIERRA;ANCASH;CORONGO;BAMBAS;535;170;365;27,90;2014
9/01/2023;146;020904;SIERRA;ANCASH;CORONGO;CUSCA;2934;519;2415;85,13;2014
9/01/2023;147;020905;SIERRA;ANCASH;CORONGO;LA PAMPA;1052;775;277;127,02;2014
9/01/2023;148;020906;SIERRA;ANCASH;CORONGO;YANAC;717;299;418;48,95;2014
9/01/2023;149;020907;SIERRA;ANCASH;CORONGO;YUPAN;972;882;90;144,70;2014
9/01/2023;150;021001;SIERRA;ANCASH;HUARI;HUARI;10262;5087;5175;816,93;2014
9/01/2023;151;021002;SIERRA;ANCASH;HUARI;ANRA;1650;381;1269;62,54;2014
9/01/2023;152;021003;SIERRA;ANCASH;HUARI;CAJAY;2697;569;2128;93,35;2014
9/01/2023;153;021004;SIERRA;ANCASH;HUARI;CHAVIN DE HUANTAR;9250;2142;7108;351,19;2014
9/01/2023;154;021005;SIERRA;ANCASH;HUARI;HUACACHI;1915;752;1163;123,33;2014
9/01/2023;155;021006;SIERRA;ANCASH;HUARI;HUACCHIS;2083;1419;664;232,72;2014
9/01/2023;156;021007;SIERRA;ANCASH;HUARI;HUACHIS;3559;1208;2351;198,17;2014
9/01/2023;157;021008;SIERRA;ANCASH;HUARI;HUANTAR;3054;872;2182;142,93;2014
9/01/2023;158;021009;SIERRA;ANCASH;HUARI;MASIN;1743;690;1053;113,13;2014
9/01/2023;159;021010;SIERRA;ANCASH;HUARI;PAUCAS;1896;1488;408;243,98;2014
9/01/2023;160;021011;SIERRA;ANCASH;HUARI;PONTO;3382;746;2636;122,36;2014
9/01/2023;161;021012;SIERRA;ANCASH;HUARI;RAHUAPAMPA;798;518;280;85,00;2014
9/01/2023;162;021013;SIERRA;ANCASH;HUARI;RAPAYAN;1797;822;975;134,73;2014
9/01/2023;163;021014;SIERRA;ANCASH;HUARI;SAN MARCOS;14693;4042;10651;662,81;2014
9/01/2023;164;021015;SIERRA;ANCASH;HUARI;SAN PEDRO DE CHANA;2808;1015;1793;166,38;2014
9/01/2023;165;021016;SIERRA;ANCASH;HUARI;UCO;1706;796;910;130,49;2014
9/01/2023;166;021101;COSTA;ANCASH;HUARMEY;HUARMEY;24073;20401;3672;5694,03;2014
9/01/2023;167;021102;COSTA;ANCASH;HUARMEY;COCHAPETI;788;229;559;38,70;2014
9/01/2023;168;021103;COSTA;ANCASH;HUARMEY;CULEBRAS;3607;1943;1664;328,91;2014
9/01/2023;169;021104;COSTA;ANCASH;HUARMEY;HUAYAN;1073;423;650;71,66;2014
9/01/2023;170;021105;COSTA;ANCASH;HUARMEY;MALVAS;950;329;621;55,71;2014
9/01/2023;171;021201;SIERRA;ANCASH;HUAYLAS;CARAZ;25986;14690;11296;4021,42;2014
9/01/2023;172;021202;SIERRA;ANCASH;HUAYLAS;HUALLANCA;736;308;428;50,55;2014
9/01/2023;173;021203;SIERRA;ANCASH;HUAYLAS;HUATA;1644;233;1411;38,20;2014
9/01/2023;174;021204;SIERRA;ANCASH;HUAYLAS;HUAYLAS;1523;463;1060;75,96;2014
9/01/2023;175;021205;SIERRA;ANCASH;HUAYLAS;MATO;2051;1049;1002;172,08;2014
9/01/2023;176;021206;SIERRA;ANCASH;HUAYLAS;PAMPAROMAS;9129;436;8693;71,49;2014
9/01/2023;177;021207;SIERRA;ANCASH;HUAYLAS;PUEBLO LIBRE;7180;392;6788;64,36;2014
9/01/2023;178;021208;SIERRA;ANCASH;HUAYLAS;SANTA CRUZ;5147;352;4795;57,72;2014
9/01/2023;179;021209;SIERRA;ANCASH;HUAYLAS;SANTO TORIBIO;1141;259;882;42,54;2014
9/01/2023;180;021210;SIERRA;ANCASH;HUAYLAS;YURACMARCA;1795;476;1319;78,12;2014
9/01/2023;181;021301;SIERRA;ANCASH;MARISCAL LUZURIAGA;PISCOBAMBA;3771;1412;2359;231,56;2014
9/01/2023;182;021302;SIERRA;ANCASH;MARISCAL LUZURIAGA;CASCA;4504;222;4282;36,41;2014
9/01/2023;183;021303;SIERRA;ANCASH;MARISCAL LUZURIAGA;ELEAZAR GUZMAN BARRON;1378;211;1167;34,58;2014
9/01/2023;184;021304;SIERRA;ANCASH;MARISCAL LUZURIAGA;FIDEL OLIVAS ESCUDERO;2269;213;2056;34,97;2014
9/01/2023;185;021305;SIERRA;ANCASH;MARISCAL LUZURIAGA;LLAMA;1277;161;1116;26,33;2014
9/01/2023;186;021306;SIERRA;ANCASH;MARISCAL LUZURIAGA;LLUMPA;6311;360;5951;59,03;2014
9/01/2023;187;021307;SIERRA;ANCASH;MARISCAL LUZURIAGA;LUCMA;3254;149;3105;24,37;2014
9/01/2023;188;021308;SIERRA;ANCASH;MARISCAL LUZURIAGA;MUSGA;1040;212;828;34,77;2014
9/01/2023;189;021401;SIERRA;ANCASH;OCROS;OCROS;1070;654;416;107,20;2014
9/01/2023;190;021402;SIERRA;ANCASH;OCROS;ACAS;1002;554;448;90,86;2014
9/01/2023;191;021403;SIERRA;ANCASH;OCROS;CAJAMARQUILLA;558;548;10;89,80;2014
9/01/2023;192;021404;SIERRA;ANCASH;OCROS;CARHUAPAMPA;822;653;169;107,02;2014
9/01/2023;193;021405;COSTA;ANCASH;OCROS;COCHAS;1432;263;1169;44,45;2014
9/01/2023;194;021406;SIERRA;ANCASH;OCROS;CONGAS;1230;849;381;139,29;2014
9/01/2023;195;021407;SIERRA;ANCASH;OCROS;LLIPA;1603;1192;411;195,52;2014
9/01/2023;196;021408;SIERRA;ANCASH;OCROS;SAN CRISTOBAL DE RAJAN;620;487;133;79,81;2014
9/01/2023;197;021409;COSTA;ANCASH;OCROS;SAN PEDRO;1901;632;1269;106,98;2014
9/01/2023;198;021410;SIERRA;ANCASH;OCROS;SANTIAGO DE CHILCAS;390;323;67;52,92;2014
9/01/2023;199;021501;SIERRA;ANCASH;PALLASCA;CABANA;2749;1833;916;300,65;2014
9/01/2023;200;021502;SIERRA;ANCASH;PALLASCA;BOLOGNESI;1318;453;865;74,31;2014
9/01/2023;201;021503;SIERRA;ANCASH;PALLASCA;CONCHUCOS;8357;4618;3739;757,37;2014
9/01/2023;202;021504;SIERRA;ANCASH;PALLASCA;HUACASCHUQUE;597;215;382;35,31;2014
9/01/2023;203;021505;SIERRA;ANCASH;PALLASCA;HUANDOVAL;1133;702;431;115,15;2014
9/01/2023;204;021506;SIERRA;ANCASH;PALLASCA;LACABAMBA;590;340;250;55,75;2014
9/01/2023;205;021507;SIERRA;ANCASH;PALLASCA;LLAPO;721;712;9;116,69;2014
9/01/2023;206;021508;SIERRA;ANCASH;PALLASCA;PALLASCA;2482;1019;1463;167,06;2014
9/01/2023;207;021509;SIERRA;ANCASH;PALLASCA;PAMPAS;8346;4162;4184;682,50;2014
9/01/2023;208;021510;SIERRA;ANCASH;PALLASCA;SANTA ROSA;1075;355;720;58,25;2014
9/01/2023;209;021511;SIERRA;ANCASH;PALLASCA;TAUCA;3197;1436;1761;235,42;2014
9/01/2023;210;021601;SIERRA;ANCASH;POMABAMBA;POMABAMBA;16187;4872;11315;924,79;2014
9/01/2023;211;021602;SIERRA;ANCASH;POMABAMBA;HUAYLLAN;3690;471;3219;77,25;2014
9/01/2023;212;021603;SIERRA;ANCASH;POMABAMBA;PAROBAMBA;7009;933;6076;152,95;2014
9/01/2023;213;021604;SIERRA;ANCASH;POMABAMBA;QUINUABAMBA;2436;260;2176;42,61;2014
9/01/2023;214;021701;SIERRA;ANCASH;RECUAY;RECUAY;4554;2742;1812;449,73;2014
9/01/2023;215;021702;SIERRA;ANCASH;RECUAY;CATAC;4045;2410;1635;175,96;2014
9/01/2023;216;021703;SIERRA;ANCASH;RECUAY;COTAPARACO;643;421;222;69,07;2014
9/01/2023;217;021704;SIERRA;ANCASH;RECUAY;HUAYLLAPAMPA;1291;765;526;125,44;2014
9/01/2023;218;021705;SIERRA;ANCASH;RECUAY;LLACLLIN;1759;897;862;147,08;2014
9/01/2023;219;021706;SIERRA;ANCASH;RECUAY;MARCA;995;599;396;98,31;2014
9/01/2023;220;021707;SIERRA;ANCASH;RECUAY;PAMPAS CHICO;1988;1012;976;166,03;2014
9/01/2023;221;021708;COSTA;ANCASH;RECUAY;PARARIN;1365;399;966;67,61;2014
9/01/2023;222;021709;SIERRA;ANCASH;RECUAY;TAPACOCHA;473;281;192;46,10;2014
9/01/2023;223;021710;SIERRA;ANCASH;RECUAY;TICAPAMPA;2293;1413;880;263,01;2014
9/01/2023;224;021801;COSTA;ANCASH;SANTA;CHIMBOTE;216154;207806;8348;28803,97;2014
9/01/2023;225;021802;SIERRA;ANCASH;SANTA;CACERES DEL PERU;4932;1142;3790;187,26;2014
9/01/2023;226;021803;COSTA;ANCASH;SANTA;COISHCO;15760;15760;0;2511,17;2014
9/01/2023;227;021804;SIERRA;ANCASH;SANTA;MACATE;3501;289;3212;47,39;2014
9/01/2023;228;021805;SIERRA;ANCASH;SANTA;MORO;7573;3309;4264;542,64;2014
9/01/2023;229;021806;COSTA;ANCASH;SANTA;NEPEÑA;15431;13977;1454;2619,72;2014
9/01/2023;230;021807;COSTA;ANCASH;SANTA;SAMANCO;4563;3024;1539;511,87;2014
9/01/2023;231;021808;COSTA;ANCASH;SANTA;SANTA;20288;17747;2541;5050,37;2014
9/01/2023;232;021809;COSTA;ANCASH;SANTA;NUEVO CHIMBOTE;146444;145264;1180;27737,18;2014
9/01/2023;233;021901;SIERRA;ANCASH;SIHUAS;SIHUAS;5714;4139;1575;678,78;2014
9/01/2023;234;021902;SIERRA;ANCASH;SIHUAS;ACOBAMBA;2170;285;1885;46,70;2014
9/01/2023;235;021903;SIERRA;ANCASH;SIHUAS;ALFONSO UGARTE;798;236;562;38,63;2014
9/01/2023;236;021904;SIERRA;ANCASH;SIHUAS;CASHAPAMPA;2911;151;2760;24,80;2014
9/01/2023;237;021905;SIERRA;ANCASH;SIHUAS;CHINGALPO;1076;505;571;82,80;2014
9/01/2023;238;021906;SIERRA;ANCASH;SIHUAS;HUAYLLABAMBA;4055;1114;2941;182,65;2014
9/01/2023;239;021907;SIERRA;ANCASH;SIHUAS;QUICHES;2922;659;2263;108,11;2014
9/01/2023;240;021908;SIERRA;ANCASH;SIHUAS;RAGASH;2672;389;2283;63,77;2014
9/01/2023;241;021909;SIERRA;ANCASH;SIHUAS;SAN JUAN;6533;238;6295;39,06;2014
9/01/2023;242;021910;SIERRA;ANCASH;SIHUAS;SICSIBAMBA;1843;293;1550;48,05;2014
9/01/2023;243;022001;SIERRA;ANCASH;YUNGAY;YUNGAY;21765;9160;12605;1471,14;2014
9/01/2023;244;022002;SIERRA;ANCASH;YUNGAY;CASCAPARA;2268;174;2094;28,47;2014
9/01/2023;245;022003;SIERRA;ANCASH;YUNGAY;MANCOS;7037;2139;4898;288,81;2014
9/01/2023;246;022004;SIERRA;ANCASH;YUNGAY;MATACOTO;1622;239;1383;39,13;2014
9/01/2023;247;022005;SIERRA;ANCASH;YUNGAY;QUILLO;13629;672;12957;110,27;2014
9/01/2023;248;022006;SIERRA;ANCASH;YUNGAY;RANRAHIRCA;2735;908;1827;148,98;2014
9/01/2023;249;022007;SIERRA;ANCASH;YUNGAY;SHUPLUY;2398;182;2216;29,77;2014
9/01/2023;250;022008;SIERRA;ANCASH;YUNGAY;YANAMA;7003;558;6445;91,49;2014
